DeviceId,Platform,Encryption,AuthenticationMethod,OSVersion,RootOrJailbreak,BitLocker,SecureBoot,TPM,DefenderAV,ComplianceStatusBefore,ComplianceStatusAfter
WIN-1049,Windows11,,PIN only,10.0.22631.0,,Yes,Enabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-1050,Windows11,,Biometric + PIN,10.0.22000.0,,Yes,Disabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-1051,Windows11,,Biometric + PIN,10.0.22631.0,,No,Disabled,Absent,Outdated,Compliant,Compliant
WIN-1052,Windows11,,PIN only,10.0.22621.0,,No,Disabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-1053,Windows11,,PIN only,10.0.22000.0,,Yes,Disabled,Absent,Up-to-date,Compliant,Compliant
WIN-1054,Windows11,,Password only,10.0.22621.0,,No,Disabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-1055,Windows11,,PIN only,10.0.22621.0,,No,Enabled,Absent,Up-to-date,Compliant,Compliant
WIN-1056,Windows11,,PIN only,10.0.22621.0,,Yes,Enabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-1057,Windows11,,Password only,10.0.22621.0,,No,Enabled,Absent,Outdated,Noncompliant,Compliant
WIN-1058,Windows11,,Biometric + PIN,10.0.22000.0,,Yes,Disabled,Absent,Outdated,Compliant,Compliant
WIN-1059,Windows11,,PIN only,10.0.22621.0,,No,Disabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-1060,Windows11,,PIN only,10.0.22621.0,,Yes,Enabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-1061,Windows11,,Password only,10.0.22000.0,,No,Enabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-1062,Windows11,,Biometric + PIN,10.0.22621.0,,No,Disabled,Absent,Outdated,Compliant,Compliant
WIN-1063,Windows11,,Password only,10.0.22000.0,,Yes,Disabled,Absent,Outdated,Compliant,Compliant
WIN-1064,Windows11,,Biometric + PIN,10.0.22621.0,,Yes,Enabled,Absent,Up-to-date,Compliant,Compliant
WIN-1065,Windows11,,Password only,10.0.22631.0,,No,Disabled,Absent,Outdated,Compliant,Compliant
WIN-1066,Windows11,,Password only,10.0.22000.0,,Yes,Disabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-1067,Windows11,,Biometric + PIN,10.0.22621.0,,Yes,Disabled,Absent,Outdated,Noncompliant,Compliant
WIN-1068,Windows11,,Biometric + PIN,10.0.22631.0,,Yes,Enabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-1069,Windows11,,Biometric + PIN,10.0.22000.0,,Yes,Disabled,Absent,Outdated,Noncompliant,Compliant
WIN-1070,Windows11,,Biometric + PIN,10.0.22000.0,,Yes,Enabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-1071,Windows11,,Password only,10.0.22621.0,,No,Disabled,Absent,Outdated,Noncompliant,Compliant
WIN-1072,Windows11,,Biometric + PIN,10.0.22621.0,,No,Disabled,Absent,Outdated,Compliant,Compliant
WIN-1073,Windows11,,Biometric + PIN,10.0.22621.0,,Yes,Enabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-1074,Windows11,,Password only,10.0.22631.0,,Yes,Disabled,Absent,Up-to-date,Compliant,Compliant
WIN-1075,Windows11,,Password only,10.0.22631.0,,No,Disabled,Absent,Up-to-date,Compliant,Compliant
WIN-1076,Windows11,,Password only,10.0.22621.0,,No,Enabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-1077,Windows11,,Biometric + PIN,10.0.22621.0,,Yes,Disabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-1078,Windows11,,Biometric + PIN,10.0.22621.0,,No,Disabled,Absent,Outdated,Compliant,Compliant
WIN-1079,Windows11,,Password only,10.0.22000.0,,Yes,Enabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-1080,Windows11,,PIN only,10.0.22000.0,,No,Enabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-1081,Windows11,,Biometric + PIN,10.0.22000.0,,Yes,Enabled,Absent,Up-to-date,Compliant,Compliant
WIN-1082,Windows11,,PIN only,10.0.22000.0,,No,Enabled,Absent,Up-to-date,Compliant,Compliant
WIN-1083,Windows11,,Password only,10.0.22621.0,,No,Disabled,Absent,Outdated,Noncompliant,Compliant
WIN-1084,Windows11,,Password only,10.0.22000.0,,Yes,Enabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-1085,Windows11,,PIN only,10.0.22631.0,,No,Disabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-1086,Windows11,,Biometric + PIN,10.0.22000.0,,Yes,Disabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-1087,Windows11,,Password only,10.0.22621.0,,No,Disabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-1088,Windows11,,Password only,10.0.22621.0,,No,Enabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-1089,Windows11,,PIN only,10.0.22631.0,,No,Enabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-1090,Windows11,,PIN only,10.0.22631.0,,No,Enabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-1091,Windows11,,Password only,10.0.22000.0,,Yes,Disabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-1092,Windows11,,Password only,10.0.22621.0,,No,Enabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-1093,Windows11,,PIN only,10.0.22000.0,,No,Enabled,Absent,Outdated,Compliant,Compliant
WIN-1094,Windows11,,Biometric + PIN,10.0.22000.0,,No,Enabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-1095,Windows11,,Password only,10.0.22631.0,,Yes,Enabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-1096,Windows11,,Password only,10.0.22621.0,,No,Disabled,Absent,Outdated,Noncompliant,Compliant
WIN-1097,Windows11,,Password only,10.0.22000.0,,No,Disabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-1098,Windows11,,Biometric + PIN,10.0.22631.0,,Yes,Enabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-1099,Windows11,,Biometric + PIN,10.0.22000.0,,No,Enabled,Absent,Outdated,Noncompliant,Compliant
WIN-1100,Windows11,,Password only,10.0.22621.0,,No,Enabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-1101,Windows11,,Biometric + PIN,10.0.22621.0,,Yes,Disabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-1102,Windows11,,Biometric + PIN,10.0.22000.0,,No,Disabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-1103,Windows11,,PIN only,10.0.22621.0,,Yes,Enabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-1104,Windows11,,Password only,10.0.22000.0,,Yes,Enabled,Absent,Up-to-date,Compliant,Compliant
WIN-1105,Windows11,,PIN only,10.0.22631.0,,Yes,Disabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-1106,Windows11,,PIN only,10.0.22000.0,,Yes,Enabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-1107,Windows11,,Password only,10.0.22621.0,,Yes,Enabled,Absent,Up-to-date,Compliant,Compliant
WIN-1108,Windows11,,Biometric + PIN,10.0.22000.0,,No,Disabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-1109,Windows11,,Biometric + PIN,10.0.22621.0,,No,Enabled,Absent,Outdated,Noncompliant,Compliant
WIN-1110,Windows11,,PIN only,10.0.22000.0,,No,Enabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-1111,Windows11,,PIN only,10.0.22621.0,,Yes,Disabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-1112,Windows11,,Biometric + PIN,10.0.22621.0,,Yes,Disabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-1113,Windows11,,Password only,10.0.22000.0,,Yes,Disabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-1114,Windows11,,Biometric + PIN,10.0.22000.0,,Yes,Disabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-1115,Windows11,,Biometric + PIN,10.0.22000.0,,Yes,Disabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-1116,Windows11,,PIN only,10.0.22000.0,,Yes,Disabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-1117,Windows11,,Password only,10.0.22000.0,,Yes,Enabled,Absent,Outdated,Compliant,Compliant
WIN-1118,Windows11,,PIN only,10.0.22000.0,,Yes,Enabled,Absent,Outdated,Noncompliant,Compliant
WIN-1119,Windows11,,Biometric + PIN,10.0.22621.0,,No,Disabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-1120,Windows11,,Biometric + PIN,10.0.22621.0,,No,Disabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-1121,Windows11,,PIN only,10.0.22621.0,,Yes,Disabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-1122,Windows11,,Password only,10.0.22621.0,,No,Enabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-1123,Windows11,,Password only,10.0.22621.0,,Yes,Enabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-1124,Windows11,,Biometric + PIN,10.0.22631.0,,No,Enabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-1125,Windows11,,PIN only,10.0.22000.0,,No,Disabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-1126,Windows11,,Password only,10.0.22621.0,,Yes,Enabled,Absent,Outdated,Noncompliant,Compliant
WIN-1127,Windows11,,PIN only,10.0.22000.0,,No,Enabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-1128,Windows11,,Biometric + PIN,10.0.22631.0,,Yes,Disabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-1129,Windows11,,PIN only,10.0.22621.0,,Yes,Enabled,Absent,Up-to-date,Compliant,Compliant
WIN-1130,Windows11,,Password only,10.0.22621.0,,Yes,Enabled,Absent,Outdated,Noncompliant,Compliant
WIN-1131,Windows11,,PIN only,10.0.22631.0,,Yes,Enabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-1132,Windows11,,Password only,10.0.22621.0,,No,Disabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-1133,Windows11,,Password only,10.0.22631.0,,No,Disabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-1134,Windows11,,Biometric + PIN,10.0.22000.0,,No,Enabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-1135,Windows11,,Password only,10.0.22631.0,,No,Disabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-1136,Windows11,,Biometric + PIN,10.0.22631.0,,Yes,Enabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-1137,Windows11,,PIN only,10.0.22631.0,,No,Enabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-1138,Windows11,,PIN only,10.0.22000.0,,No,Disabled,Absent,Outdated,Noncompliant,Compliant
WIN-1139,Windows11,,Password only,10.0.22000.0,,Yes,Disabled,Absent,Outdated,Compliant,Compliant
WIN-1140,Windows11,,Password only,10.0.22621.0,,Yes,Disabled,Absent,Up-to-date,Compliant,Compliant
WIN-1141,Windows11,,PIN only,10.0.22631.0,,Yes,Enabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-1142,Windows11,,PIN only,10.0.22621.0,,Yes,Disabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-1143,Windows11,,Biometric + PIN,10.0.22631.0,,Yes,Enabled,Absent,Outdated,Compliant,Compliant
WIN-1144,Windows11,,PIN only,10.0.22000.0,,Yes,Enabled,Absent,Outdated,Noncompliant,Compliant
WIN-1145,Windows11,,PIN only,10.0.22621.0,,Yes,Disabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-1146,Windows11,,PIN only,10.0.22000.0,,Yes,Enabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-1147,Windows11,,PIN only,10.0.22631.0,,No,Enabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-1148,Windows11,,Biometric + PIN,10.0.22621.0,,No,Disabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-1149,Windows11,,Biometric + PIN,10.0.22000.0,,Yes,Enabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-1150,Windows11,,Biometric + PIN,10.0.22621.0,,Yes,Enabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-1151,Windows11,,PIN only,10.0.22631.0,,No,Enabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-1152,Windows11,,Biometric + PIN,10.0.22621.0,,Yes,Disabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-1153,Windows11,,Biometric + PIN,10.0.22621.0,,No,Enabled,Absent,Outdated,Compliant,Compliant
WIN-1154,Windows11,,Biometric + PIN,10.0.22621.0,,Yes,Disabled,Absent,Outdated,Compliant,Compliant
WIN-1155,Windows11,,Password only,10.0.22621.0,,No,Disabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-1156,Windows11,,PIN only,10.0.22631.0,,Yes,Enabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-1157,Windows11,,Password only,10.0.22631.0,,No,Enabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-1158,Windows11,,Password only,10.0.22621.0,,No,Disabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-1159,Windows11,,PIN only,10.0.22631.0,,No,Disabled,Absent,Outdated,Noncompliant,Compliant
WIN-1160,Windows11,,Biometric + PIN,10.0.22621.0,,No,Disabled,Absent,Outdated,Noncompliant,Compliant
WIN-1161,Windows11,,Password only,10.0.22631.0,,Yes,Disabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-1162,Windows11,,Biometric + PIN,10.0.22000.0,,No,Enabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-1163,Windows11,,Password only,10.0.22631.0,,No,Disabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-1164,Windows11,,Password only,10.0.22000.0,,Yes,Enabled,Absent,Up-to-date,Compliant,Compliant
WIN-1165,Windows11,,PIN only,10.0.22621.0,,No,Disabled,Absent,Up-to-date,Compliant,Compliant
WIN-1166,Windows11,,Biometric + PIN,10.0.22000.0,,Yes,Disabled,Absent,Outdated,Noncompliant,Compliant
WIN-1167,Windows11,,PIN only,10.0.22000.0,,Yes,Enabled,Absent,Outdated,Noncompliant,Compliant
WIN-1168,Windows11,,Password only,10.0.22621.0,,Yes,Disabled,Absent,Outdated,Compliant,Compliant
WIN-1169,Windows11,,PIN only,10.0.22000.0,,No,Disabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-1170,Windows11,,Password only,10.0.22621.0,,Yes,Disabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-1171,Windows11,,PIN only,10.0.22621.0,,Yes,Disabled,Absent,Outdated,Compliant,Compliant
WIN-1172,Windows11,,Biometric + PIN,10.0.22000.0,,Yes,Disabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-1173,Windows11,,PIN only,10.0.22621.0,,Yes,Disabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-1174,Windows11,,Biometric + PIN,10.0.22000.0,,Yes,Enabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-1175,Windows11,,Biometric + PIN,10.0.22621.0,,No,Disabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-1176,Windows11,,PIN only,10.0.22000.0,,No,Enabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-1177,Windows11,,PIN only,10.0.22631.0,,No,Enabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-1178,Windows11,,PIN only,10.0.22631.0,,No,Disabled,Absent,Outdated,Compliant,Compliant
WIN-1179,Windows11,,Biometric + PIN,10.0.22621.0,,No,Disabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-1180,Windows11,,Password only,10.0.22631.0,,Yes,Enabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-1181,Windows11,,Biometric + PIN,10.0.22621.0,,Yes,Disabled,Absent,Outdated,Noncompliant,Compliant
WIN-1182,Windows11,,Password only,10.0.22000.0,,Yes,Enabled,Absent,Outdated,Compliant,Compliant
WIN-1183,Windows11,,PIN only,10.0.22631.0,,No,Enabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-1184,Windows11,,PIN only,10.0.22000.0,,No,Disabled,Absent,Outdated,Noncompliant,Compliant
WIN-1185,Windows11,,PIN only,10.0.22631.0,,Yes,Enabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-1186,Windows11,,Password only,10.0.22621.0,,No,Enabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-1187,Windows11,,Biometric + PIN,10.0.22000.0,,Yes,Disabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-1188,Windows11,,PIN only,10.0.22000.0,,Yes,Enabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-1189,Windows11,,Password only,10.0.22631.0,,No,Disabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-1190,Windows11,,Password only,10.0.22631.0,,No,Disabled,Absent,Outdated,Compliant,Compliant
WIN-1191,Windows11,,Password only,10.0.22000.0,,No,Disabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-1192,Windows11,,Password only,10.0.22000.0,,No,Enabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-1193,Windows11,,Biometric + PIN,10.0.22621.0,,No,Enabled,Absent,Up-to-date,Compliant,Compliant
WIN-1194,Windows11,,PIN only,10.0.22000.0,,Yes,Enabled,Absent,Outdated,Compliant,Compliant
WIN-1195,Windows11,,Biometric + PIN,10.0.22000.0,,Yes,Disabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-1196,Windows11,,Biometric + PIN,10.0.22621.0,,No,Enabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-1197,Windows11,,PIN only,10.0.22621.0,,Yes,Disabled,Absent,Up-to-date,Compliant,Compliant
WIN-1198,Windows11,,Password only,10.0.22631.0,,No,Enabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-1199,Windows11,,PIN only,10.0.22000.0,,Yes,Enabled,Absent,Outdated,Compliant,Compliant
WIN-1200,Windows11,,Password only,10.0.22631.0,,No,Disabled,Absent,Up-to-date,Compliant,Compliant
WIN-1201,Windows11,,PIN only,10.0.22631.0,,Yes,Enabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-1202,Windows11,,Password only,10.0.22621.0,,Yes,Enabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-1203,Windows11,,Password only,10.0.22621.0,,No,Disabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-1204,Windows11,,PIN only,10.0.22621.0,,Yes,Enabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-1205,Windows11,,Password only,10.0.22631.0,,No,Disabled,Absent,Outdated,Compliant,Compliant
WIN-1206,Windows11,,Password only,10.0.22631.0,,No,Disabled,Absent,Up-to-date,Compliant,Compliant
WIN-1207,Windows11,,PIN only,10.0.22621.0,,No,Enabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-1208,Windows11,,Biometric + PIN,10.0.22631.0,,Yes,Enabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-1209,Windows11,,Password only,10.0.22621.0,,Yes,Disabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-1210,Windows11,,PIN only,10.0.22000.0,,No,Disabled,Absent,Outdated,Compliant,Compliant
WIN-1211,Windows11,,Biometric + PIN,10.0.22621.0,,No,Enabled,Absent,Outdated,Compliant,Compliant
WIN-1212,Windows11,,PIN only,10.0.22631.0,,Yes,Disabled,Absent,Outdated,Noncompliant,Compliant
WIN-1213,Windows11,,Password only,10.0.22631.0,,Yes,Enabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-1214,Windows11,,PIN only,10.0.22621.0,,No,Disabled,Absent,Outdated,Compliant,Compliant
WIN-1215,Windows11,,Biometric + PIN,10.0.22631.0,,Yes,Enabled,Absent,Outdated,Compliant,Compliant
WIN-1216,Windows11,,Biometric + PIN,10.0.22000.0,,No,Disabled,Absent,Up-to-date,Compliant,Compliant
WIN-1217,Windows11,,Password only,10.0.22631.0,,Yes,Enabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-1218,Windows11,,Biometric + PIN,10.0.22000.0,,Yes,Enabled,Absent,Up-to-date,Compliant,Compliant
WIN-1219,Windows11,,Password only,10.0.22000.0,,No,Enabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-1220,Windows11,,Biometric + PIN,10.0.22631.0,,No,Enabled,Absent,Outdated,Compliant,Compliant
WIN-1221,Windows11,,PIN only,10.0.22631.0,,No,Disabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-1222,Windows11,,Password only,10.0.22621.0,,Yes,Enabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-1223,Windows11,,Password only,10.0.22000.0,,Yes,Disabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-1224,Windows11,,Biometric + PIN,10.0.22621.0,,Yes,Enabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-1225,Windows11,,Biometric + PIN,10.0.22000.0,,No,Enabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-1226,Windows11,,Password only,10.0.22631.0,,Yes,Disabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-1227,Windows11,,PIN only,10.0.22621.0,,Yes,Enabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-1228,Windows11,,PIN only,10.0.22621.0,,No,Enabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-1229,Windows11,,Password only,10.0.22631.0,,No,Disabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-1230,Windows11,,PIN only,10.0.22631.0,,No,Disabled,Absent,Outdated,Compliant,Compliant
WIN-1231,Windows11,,Biometric + PIN,10.0.22631.0,,Yes,Enabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-1232,Windows11,,PIN only,10.0.22000.0,,No,Enabled,Absent,Up-to-date,Compliant,Compliant
WIN-1233,Windows11,,Password only,10.0.22621.0,,No,Enabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-1234,Windows11,,PIN only,10.0.22000.0,,Yes,Enabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-1235,Windows11,,Password only,10.0.22000.0,,Yes,Disabled,Absent,Outdated,Noncompliant,Compliant
WIN-1236,Windows11,,PIN only,10.0.22621.0,,Yes,Disabled,Absent,Up-to-date,Compliant,Compliant
WIN-1237,Windows11,,Biometric + PIN,10.0.22631.0,,No,Disabled,Absent,Outdated,Compliant,Compliant
WIN-1238,Windows11,,Biometric + PIN,10.0.22621.0,,Yes,Enabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-1239,Windows11,,Password only,10.0.22631.0,,Yes,Disabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-1240,Windows11,,PIN only,10.0.22631.0,,No,Disabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-1241,Windows11,,Biometric + PIN,10.0.22631.0,,No,Disabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-1242,Windows11,,Password only,10.0.22000.0,,Yes,Disabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-1243,Windows11,,Biometric + PIN,10.0.22000.0,,No,Enabled,Absent,Outdated,Compliant,Compliant
WIN-1244,Windows11,,PIN only,10.0.22000.0,,No,Enabled,Absent,Outdated,Compliant,Compliant
WIN-1245,Windows11,,Password only,10.0.22631.0,,No,Disabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-1246,Windows11,,Password only,10.0.22000.0,,Yes,Disabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-1247,Windows11,,Password only,10.0.22000.0,,Yes,Disabled,Absent,Outdated,Compliant,Compliant
WIN-1248,Windows11,,Biometric + PIN,10.0.22000.0,,Yes,Disabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-1249,Windows11,,PIN only,10.0.22631.0,,Yes,Enabled,TPM 2.0,Up-to-date,Compliant,Compliant
WIN-1250,Windows11,,Biometric + PIN,10.0.22631.0,,Yes,Disabled,Absent,Up-to-date,Compliant,Compliant
WIN-1251,Windows11,,Password only,10.0.22631.0,,Yes,Enabled,Absent,Outdated,Compliant,Compliant
WIN-1252,Windows11,,Password only,10.0.22631.0,,Yes,Enabled,Absent,Outdated,Compliant,Compliant
WIN-1253,Windows11,,Biometric + PIN,10.0.22000.0,,No,Enabled,Absent,Outdated,Noncompliant,Compliant
WIN-1254,Windows11,,PIN only,10.0.22631.0,,Yes,Enabled,Absent,Outdated,Compliant,Compliant
WIN-1255,Windows11,,PIN only,10.0.22631.0,,No,Disabled,Absent,Outdated,Noncompliant,Compliant
WIN-1256,Windows11,,PIN only,10.0.22631.0,,No,Disabled,Absent,Outdated,Noncompliant,Compliant
WIN-1257,Windows11,,PIN only,10.0.22631.0,,Yes,Disabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-1258,Windows11,,Password only,10.0.22631.0,,No,Enabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-1259,Windows11,,PIN only,10.0.22621.0,,No,Enabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-1260,Windows11,,Password only,10.0.22621.0,,Yes,Disabled,Absent,Up-to-date,Compliant,Compliant
WIN-1261,Windows11,,PIN only,10.0.22621.0,,No,Disabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-1262,Windows11,,Biometric + PIN,10.0.22621.0,,No,Enabled,Absent,Up-to-date,Compliant,Compliant
WIN-1263,Windows11,,PIN only,10.0.22000.0,,Yes,Enabled,Absent,Up-to-date,Compliant,Compliant
WIN-1264,Windows11,,PIN only,10.0.22000.0,,No,Disabled,Absent,Up-to-date,Compliant,Compliant
WIN-1265,Windows11,,PIN only,10.0.22621.0,,No,Enabled,Absent,Up-to-date,Compliant,Compliant
WIN-1266,Windows11,,PIN only,10.0.22621.0,,Yes,Enabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-1267,Windows11,,Biometric + PIN,10.0.22621.0,,No,Disabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-1268,Windows11,,PIN only,10.0.22621.0,,No,Disabled,Absent,Outdated,Noncompliant,Compliant
WIN-1269,Windows11,,PIN only,10.0.22621.0,,Yes,Disabled,Absent,Outdated,Noncompliant,Compliant
WIN-1270,Windows11,,Biometric + PIN,10.0.22621.0,,Yes,Disabled,Absent,Outdated,Noncompliant,Compliant
WIN-1271,Windows11,,PIN only,10.0.22631.0,,No,Enabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-1272,Windows11,,Password only,10.0.22621.0,,No,Enabled,TPM 2.0,Up-to-date,Noncompliant,Compliant
WIN-1273,Windows11,,Password only,10.0.22631.0,,Yes,Disabled,Absent,Up-to-date,Noncompliant,Compliant
WIN-1274,Windows11,,Password only,10.0.22631.0,,No,Disabled,TPM 2.0,Outdated,Compliant,Compliant
WIN-1275,Windows11,,Biometric + PIN,10.0.22621.0,,No,Enabled,TPM 2.0,Outdated,Noncompliant,Compliant
WIN-1276,Windows11,,PIN only,10.0.22621.0,,No,Enabled,TPM 2.0,Outdated,Noncompliant,Compliant
